NAME,POPULATION,CITY,STATE,COUNTY,COUNTYFIPS,INST_SIZE,TOT_ENROLL,TOT_EMP
HANNIBAL-LAGRANGE UNIVERSITY,970,HANNIBAL,MO,MARION,29127,1,803,167
CABARRUS COLLEGE OF HEALTH SCIENCES,574,CONCORD,NC,CABARRUS,37025,1,475,99
COE COLLEGE,1825,CEDAR RAPIDS,IA,LINN,19113,2,1430,395
TELSHE YESHIVA-CHICAGO,114,CHICAGO,IL,COOK,17031,1,86,28
MASSACHUSETTS MARITIME ACADEMY,2180,BUZZARDS BAY,MA,BARNSTABLE,25001,2,1792,388
MINNEAPOLIS COLLEGE OF ART AND DESIGN,1087,MINNEAPOLIS,MN,HENNEPIN,27053,1,796,291
ST OLAF COLLEGE,3893,NORTHFIELD,MN,RICE,27131,2,3072,821
THE COLLEGE OF NEW JERSEY,9531,EWING,NJ,MERCER,34021,3,7821,1710
PUERTO RICO SCHOOL OF NURSE ANESTHETISTS,55,HATO REY,PR,SAN JUAN,72127,1,46,9
NEW ENGLAND INSTITUTE OF TECHNOLOGY,3066,EAST GREENWICH,RI,KENT,44003,2,2516,550
PLATT COLLEGE-ANAHEIM,548,ANAHEIM,CA,ORANGE,06059,1,459,89
SAYBROOK UNIVERSITY,897,PASADENA,CA,ALAMEDA,06001,1,688,209
EMORY UNIVERSITY,27061,ATLANTA,GA,DEKALB,13089,4,14415,12646
WOMEN'S INSTITUTE OF TORAH SEMINARY,158,BALTIMORE,MD,BALTIMORE (CITY),24510,1,100,58
YESHIVA GEDOLAH OF CLIFFWOOD,105,KEYPORT,NJ,MONMOUTH,34025,1,93,12
ESCUELA DE ARTES PLASTICAS Y DISENO DE PUERTO RICO,549,SAN JUAN,PR,SAN JUAN,72127,1,441,108
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER-EL PASO,2584,EL PASO,TX,EL PASO,48141,1,765,1819
HARRISBURG UNIVERSITY OF SCIENCE AND TECHNOLOGY,4754,HARRISBURG,PA,DAUPHIN,42043,2,4291,463
NEUMONT COLLEGE OF COMPUTER SCIENCE,548,SALT LAKE CITY,UT,SALT LAKE,49035,1,474,74
"SPRINGFIELD COLLEGE-REGIONAL, ONLINE, AND CONTINUING EDUCATION",913,SPRINGFIELD,MA,HAMPDEN,25013,1,755,158
CHAMBERLAIN UNIVERSITY-GEORGIA,1315,ATLANTA,GA,FULTON,13121,2,1145,170
FRANCISCAN SCHOOL OF THEOLOGY,67,OCEANSIDE,CA,SAN DIEGO,06073,1,54,13
WEST COAST UNIVERSITY-CENTER FOR GRADUATE STUDIES,686,LOS ANGELES,CA,LOS ANGELES,06037,1,580,106
UNIVERSITY OF WYOMING,15093,LARAMIE,WY,ALBANY,56001,4,12249,2844
CUMBERLAND UNIVERSITY,2900,LEBANON,TN,WILSON,47189,2,2550,350
ST. JOHN'S COLLEGE,716,ANNAPOLIS,MD,ANNE ARUNDEL,24003,1,542,174
UNIVERSITY OF PUERTO RICO-CAROLINA,3385,CAROLINA,PR,CAROLINA,72031,2,3014,371
STRAYER UNIVERSITY-DISTRICT OF COLUMBIA,848,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,1,815,33
WILLIAM CAREY UNIVERSITY,5710,HATTIESBURG,MS,FORREST,28035,3,5040,670
UNITED STATES MILITARY ACADEMY,6387,WEST POINT,NY,ORANGE,36071,2,4457,1930
WESTERN THEOLOGICAL SEMINARY,380,HOLLAND,MI,OTTAWA,26139,1,322,58
UNIVERSITY OF SOUTH FLORIDA-SARASOTA-MANATEE,2483,SARASOTA,FL,MANATEE,12081,2,2207,276
UNIVERSITY OF NEBRASKA MEDICAL CENTER,8792,OMAHA,NE,DOUGLAS,31055,2,4055,4737
THE UNIVERSITY OF VIRGINIA'S COLLEGE AT WISE,2389,WISE,VA,WISE,51195,2,1978,411
UNIVERSITY OF THE POTOMAC-WASHINGTON DC CAMPUS,119,WASHINGTON,DC,DISTRICT OF COLUMBIA,11001,1,92,27
WILLIAMS COLLEGE,3469,WILLIAMSTOWN,MA,BERKSHIRE,25003,2,2150,1319
THE UNIVERSITY OF MONTANA-WESTERN,1583,DILLON,MT,BEAVERHEAD,30001,2,1358,225
UNIVERSITY OF MASSACHUSETTS-BOSTON,18252,BOSTON,MA,SUFFOLK,25025,4,15989,2263
UNIVERSITY OF NEBRASKA AT OMAHA,17189,OMAHA,NE,DOUGLAS,31055,4,15153,2036
UNION COLLEGE,3092,SCHENECTADY,NY,SCHENECTADY,36093,2,2189,903
STRAYER UNIVERSITY-FLORIDA,2361,TAMPA,FL,HILLSBOROUGH,12057,2,2210,151
SHEPHERDS THEOLOGICAL SEMINARY,128,CARY,NC,WAKE,37183,1,105,23
DEVRY UNIVERSITY-OHIO,567,COLUMBUS,OH,FRANKLIN,39049,1,497,70
DEVRY UNIVERSITY-TEXAS,504,IRVING,TX,DALLAS,48113,1,415,89
UNIVERSITY OF PHOENIX-MICHIGAN,21,SOUTHFIELD,MI,OAKLAND,26125,1,21,-999
UNIVERSITY OF PHOENIX-PENNSYLVANIA,22,PHILADELPHIA,PA,PHILADELPHIA,42101,1,22,-999
HULT INTERNATIONAL BUSINESS SCHOOL,2674,CAMBRIDGE,MA,MIDDLESEX,25017,2,2349,325
DEVRY UNIVERSITY-PENNSYLVANIA,188,FT. WASHINGTON,PA,MONTGOMERY,42091,1,150,38
HIGH TECH HIGH GRADUATE SCHOOL OF EDUCATION,95,SAN DIEGO,CA,SAN DIEGO,06073,1,59,36
ST PETERSBURG COLLEGE,31633,CLEARWATER,FL,PINELLAS,12103,5,28853,2780
BETH MEDRASH MEOR YITZCHOK,188,MONSEY,NY,ROCKLAND,36087,1,164,24
MOUNT VERNON NAZARENE UNIVERSITY,2860,MOUNT VERNON,OH,KNOX,39083,2,2205,655
CHAMBERLAIN UNIVERSITY-OHIO,781,COLUMBUS,OH,FRANKLIN,39049,1,637,144
SUNY COLLEGE AT POTSDAM,4134,POTSDAM,NY,ST. LAWRENCE,36089,2,3339,795
UNIVERSITY OF HOUSTON-VICTORIA,5002,VICTORIA,TX,VICTORIA,48469,2,4506,496
GRACE COLLEGE OF DIVINITY,212,FAYETTEVILLE,NC,CUMBERLAND,37051,1,187,25
QUINCY UNIVERSITY,1377,QUINCY,IL,ADAMS,17001,2,1148,229
METROPOLITAN STATE UNIVERSITY,8671,SAINT PAUL,MN,RAMSEY,27123,3,7592,1079
WASHBURN UNIVERSITY,7286,TOPEKA,KS,SHAWNEE,20177,3,6285,1001
JOHNSON UNIVERSITY,1299,KNOXVILLE,TN,KNOX,47093,2,1037,262
TEXAS WOMAN'S UNIVERSITY,17668,DENTON,TX,DENTON,48121,4,15886,1782
SAINT JOSEPH'S UNIVERSITY,8664,PHILADELPHIA,PA,PHILADELPHIA,42101,3,7362,1302
UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,43509,COLUMBIA,SC,RICHLAND,45079,5,35364,8145
IMMACULATA UNIVERSITY,2955,IMMACULATA,PA,CHESTER,42029,2,2479,476
KEYSTONE COLLEGE,1696,LA PLUME,PA,WYOMING,42131,2,1364,332
UNIVERSITY OF MOUNT UNION,2838,ALLIANCE,OH,STARK,39151,2,2243,595
TENNESSEE TECHNOLOGICAL UNIVERSITY,11556,COOKEVILLE,TN,PUTNAM,47141,4,10140,1416
BRYN MAWR COLLEGE,2437,BRYN MAWR,PA,MONTGOMERY,42091,2,1723,714
UNIVERSITY OF WISCONSIN-STOUT,9587,MENOMONIE,WI,DUNN,55033,3,8413,1174
CALIFORNIA UNIVERSITY OF PENNSYLVANIA,7664,CALIFORNIA,PA,WASHINGTON,42125,3,6842,822
ALLIANT INTERNATIONAL UNIVERSITY-SAN DIEGO,4114,SAN DIEGO,CA,SAN DIEGO,06073,2,3536,578
UNIVERSITY OF CALIFORNIA-DAVIS,52498,DAVIS,CA,YOLO,06113,5,38634,13864
GEORGIA STATE UNIVERSITY,40907,ATLANTA,GA,FULTON,13121,5,35041,5866
LOYOLA MARYMOUNT UNIVERSITY,12376,LOS ANGELES,CA,LOS ANGELES,06037,3,9822,2554
UNION UNIVERSITY,3791,JACKSON,TN,MADISON,47113,2,3172,619
DESIGN INSTITUTE OF SAN DIEGO,159,SAN DIEGO,CA,SAN DIEGO,06073,1,121,38
BRANDEIS UNIVERSITY,7721,WALTHAM,MA,MIDDLESEX,25017,3,5825,1896
SAGINAW VALLEY STATE UNIVERSITY,9330,UNIVERSITY CENTER,MI,SAGINAW,26145,3,8251,1079
GUSTAVUS ADOLPHUS COLLEGE,2951,SAINT PETER,MN,NICOLLET,27103,2,2237,714
ILISAGVIK COLLEGE,341,BARROW,AK,NORTH SLOPE,02185,1,233,108
PENNSYLVANIA COLLEGE OF ART AND DESIGN,357,LANCASTER,PA,LANCASTER,42071,1,246,111
DEWEY UNIVERSITY-CAROLINA,234,CAROLINA,PR,CAROLINA,72031,1,188,46
HASTINGS COLLEGE,1231,HASTINGS,NE,ADAMS,31001,1,998,233
YORK COLLEGE,635,YORK,NE,YORK,31185,1,507,128
MESIVTA TORAH VODAATH RABBINICAL SEMINARY,431,BROOKLYN,NY,KINGS,36047,1,405,26
HERZING UNIVERSITY-MADISON,2921,MADISON,WI,DANE,55025,2,2174,747
SHAW UNIVERSITY,1610,RALEIGH,NC,WAKE,37183,2,1291,319
CURRY COLLEGE,3154,MILTON,MA,NORFOLK,25021,2,2519,635
MONTSERRAT COLLEGE OF ART,488,BEVERLY,MA,ESSEX,25009,1,374,114
KENYON COLLEGE,2451,GAMBIER,OH,KNOX,39083,2,1750,701
ECCLESIA COLLEGE,289,SPRINGDALE,AR,BENTON,05007,1,214,75
BARRY UNIVERSITY,9080,MIAMI,FL,MIAMI-DADE,12086,3,7401,1679
UNIVERSITY OF MARY HARDIN-BAYLOR,4512,BELTON,TX,BELL,48027,2,3846,666
TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC,365,PASADENA,TX,HARRIS,48201,1,267,98
MUHLENBERG COLLEGE,3047,ALLENTOWN,PA,LEHIGH,42077,2,2251,796
OHIO UNIVERSITY-MAIN CAMPUS,31615,ATHENS,OH,ATHENS,39009,5,27367,4248
UNIVERSITY OF SCIENCE AND ARTS OF OKLAHOMA,993,CHICKASHA,OK,GRADY,40051,1,800,193
WAYLAND BAPTIST UNIVERSITY,4963,PLAINVIEW,TX,HALE,48189,2,4084,879
BRYANT & STRATTON COLLEGE-VIRGINIA BEACH,2129,VIRGINIA BEACH,VA,VIRGINIA BEACH (CITY),51810,2,1761,368
SEATTLE UNIVERSITY,8879,SEATTLE,WA,KING,53033,3,7199,1680
WEST VIRGINIA UNIVERSITY,33321,MORGANTOWN,WV,MONONGALIA,54061,5,26839,6482
LYON COLLEGE,876,BATESVILLE,AR,INDEPENDENCE,05063,1,662,214
YESHIVA OHR ELCHONON CHABAD WEST COAST TALMUDICAL SEMINARY,163,LOS ANGELES,CA,LOS ANGELES,06037,1,138,25
HARVEY MUDD COLLEGE,1274,CLAREMONT,CA,LOS ANGELES,06037,1,904,370
FULLER THEOLOGICAL SEMINARY,2609,PASADENA,CA,LOS ANGELES,06037,2,2265,344
CHICAGO STATE UNIVERSITY,3741,CHICAGO,IL,COOK,17031,2,3039,702
MCKENDREE UNIVERSITY,2693,LEBANON,IL,ST. CLAIR,17163,2,2292,401
JUDSON UNIVERSITY,1543,ELGIN,IL,KANE,17089,2,1233,310
JOHNSON & WALES UNIVERSITY-CHARLOTTE,1733,CHARLOTTE,NC,MECKLENBURG,37119,2,1523,210
BATES COLLEGE,2640,LEWISTON,ME,ANDROSCOGGIN,23001,2,1820,820
COLBY COLLEGE,2815,WATERVILLE,ME,KENNEBEC,23011,2,2003,812
LUTHER SEMINARY,571,SAINT PAUL,MN,RAMSEY,27123,1,459,112
PACIFIC OAKS COLLEGE,1522,PASADENA,CA,LOS ANGELES,06037,2,1163,359
HERITAGE UNIVERSITY,1322,TOPPENISH,WA,YAKIMA,53077,1,971,351
IONA COLLEGE,4369,NEW ROCHELLE,NY,WESTCHESTER,36119,2,3613,756
MAINE MEDIA COLLEGE,57,ROCKPORT,ME,KNOX,23013,1,25,32
PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA,217,SANTA FE SPRINGS,CA,LOS ANGELES,06037,1,174,43
AMERICA EVANGELICAL UNIVERSITY,134,LOS ANGELES,CA,LOS ANGELES,06037,1,108,26
BAIS MEDRASH MAYAN HATORAH,65,LAKEWOOD,NJ,OCEAN,34029,1,46,19
UNIVERSITY OF WISCONSIN-MILWAUKEE FLEX,602,MILWAUKEE,WI,MILWAUKEE,55079,1,602,-999
DEVRY UNIVERSITY-CALIFORNIA,2351,ONTARIO,CA,LOS ANGELES,06037,2,2079,272
AMERICAN MUSICAL AND DRAMATIC ACADEMY,2379,NEW YORK,NY,NEW YORK,36061,2,1773,606
SUNY EMPIRE STATE COLLEGE,11741,SARATOGA SPRINGS,NY,SARATOGA,36091,4,10440,1301
HERZING UNIVERSITY-WINTER PARK,681,WINTER PARK,FL,SEMINOLE,12117,1,612,69
TRINITY INTERNATIONAL UNIVERSITY-FLORIDA,263,MIAMI,FL,MIAMI-DADE,12086,1,210,53
BURRELL COLLEGE OF OSTEOPATHIC MEDICINE,758,LAS CRUCES,NM,DOÑA ANA,35013,1,621,137
AMERICAN INTERCONTINENTAL UNIVERSITY,11084,CHANDLER,IL,COOK,17031,3,9952,1132
A T STILL UNIVERSITY OF HEALTH SCIENCES,5284,KIRKSVILLE,MO,ADAIR,29001,2,3857,1427
BEVERLY HILLS DESIGN INSTITUTE,31,BEVERLY HILLS,CA,LOS ANGELES,06037,1,16,15
TEXAS SOUTHERN UNIVERSITY,10454,HOUSTON,TX,HARRIS,48201,3,9034,1420
CARTHAGE COLLEGE,3322,KENOSHA,WI,KENOSHA,55059,2,2742,580
SALISBURY UNIVERSITY,10379,SALISBURY,MD,WICOMICO,24045,3,8617,1762
UNIVERSITY OF DELAWARE,28759,NEWARK,DE,NEW CASTLE,10003,5,23808,4951
THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY,4829,LOUISVILLE,KY,JEFFERSON,21111,2,4139,690
UNIVERSITY OF NEBRASKA AT KEARNEY,7191,KEARNEY,NE,BUFFALO,31019,3,6279,912
THOMAS MORE UNIVERSITY,2528,CRESTVIEW HILLS,KY,KENTON,21117,2,2238,290
UNIVERSITY OF MASSACHUSETTS-DARTMOUTH,9503,NORTH DARTMOUTH,MA,BRISTOL,25005,3,8154,1349
SIENA HEIGHTS UNIVERSITY,2759,ADRIAN,MI,LENAWEE,26091,2,2337,422
UNIVERSITY OF GEORGIA,51243,ATHENS,GA,CLARKE,13059,5,38920,12323
UNIVERSITY OF MINNESOTA-TWIN CITIES,70284,MINNEAPOLIS,MN,HENNEPIN,27053,5,51327,18957
DENISON UNIVERSITY,3099,GRANVILLE,OH,LICKING,39089,2,2293,806
THE ART INSTITUTE OF VIRGINIA BEACH,329,VIRGINIA BEACH,VA,VIRGINIA BEACH (CITY),51810,1,248,81
STRAYER UNIVERSITY-TEXAS,3249,AUSTIN,TX,TRAVIS,48453,2,3112,137
DEVRY UNIVERSITY-ILLINOIS,19463,CHICAGO,IL,COOK,17031,4,18195,1268
WESTMINSTER COLLEGE,1562,NEW WILMINGTON,PA,LAWRENCE,42073,2,1231,331
NORTHEASTERN UNIVERSITY,26938,BOSTON,MA,SUFFOLK,25025,5,22207,4731
UNIVERSITY OF MINNESOTA-DULUTH,12509,DULUTH,MN,ST. LOUIS,27137,4,10858,1651
UNIVERSITY OF OKLAHOMA-NORMAN CAMPUS,33732,NORMAN,OK,CLEVELAND,40027,5,28079,5653
PRINCETON UNIVERSITY,15384,PRINCETON,NJ,MERCER,34021,3,8419,6965
THEOLOGICAL SEMINARY OF THE REFORMED EPISCOPAL CHURCH,38,BLUE BELL,PA,MONTGOMERY,42091,1,15,23
ROGERS STATE UNIVERSITY,4022,CLAREMORE,OK,ROGERS,40131,2,3585,437
BETHEL COLLEGE,45,HAMPTON,VA,HAMPTON (CITY),51650,1,30,15
UNIVERSITY OF WISCONSIN-EAU CLAIRE,12584,EAU CLAIRE,WI,EAU CLAIRE,55035,4,11255,1329
SOUTHERN UNIVERSITY AND A & M COLLEGE,8319,BATON ROUGE,LA,EAST BATON ROUGE,22033,3,7140,1179
CALVIN UNIVERSITY,4407,GRAND RAPIDS,MI,KENT,26081,2,3570,837
KANSAS STATE UNIVERSITY,26746,MANHATTAN,KS,RILEY,20161,5,21719,5027
UNIVERSITY OF CALIFORNIA-BERKELEY,55626,BERKELEY,CA,ALAMEDA,06001,5,43185,12441
DINE COLLEGE,1785,TSAILE,AZ,APACHE,04001,2,1463,322
COLORADO MESA UNIVERSITY,10391,GRAND JUNCTION,CO,MESA,08077,3,9373,1018
WESTMINSTER THEOLOGICAL SEMINARY,969,GLENSIDE,PA,MONTGOMERY,42091,1,826,143
REGENT UNIVERSITY,11047,VIRGINIA BEACH,VA,VIRGINIA BEACH (CITY),51810,4,10365,682
ST JOHN'S UNIVERSITY-NEW YORK,24468,QUEENS,NY,QUEENS,36081,5,21718,2750
UNIVERSITY OF EAST-WEST MEDICINE,193,SUNNYVALE,CA,SANTA CLARA,06085,1,176,17
BRIGHAM YOUNG UNIVERSITY-IDAHO,42800,REXBURG,ID,MADISON,16065,5,39145,3655
MILWAUKEE INSTITUTE OF ART & DESIGN,1092,MILWAUKEE,WI,MILWAUKEE,55079,1,870,222
MISSISSIPPI STATE UNIVERSITY,27304,MISSISSIPPI STATE,MS,OKTIBBEHA,28105,5,22226,5078
LITTLE BIG HORN COLLEGE,329,CROW AGENCY,MT,BIG HORN,30003,1,261,68
NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS,17465,LAS CRUCES,NM,DOÑA ANA,35013,4,14296,3169
MERCY COLLEGE,12179,DOBBS FERRY,NY,WESTCHESTER,36119,4,10557,1622
UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,1341,MAYAGUEZ,PR,MAYAGÜEZ,72097,2,1153,188
INTER AMERICAN UNIVERSITY OF PUERTO RICO-PONCE,4873,MERCEDITA,PR,PONCE,72113,2,4409,464
PLATT COLLEGE-SAN DIEGO,151,SAN DIEGO,CA,SAN DIEGO,06073,1,115,36
PACIFIC COLLEGE OF ORIENTAL MEDICINE-SAN DIEGO,1172,SAN DIEGO,CA,SAN DIEGO,06073,2,1036,136
CAPELLA UNIVERSITY,40278,MINNEAPOLIS,MN,HENNEPIN,27053,5,37859,2419
CHICAGO THEOLOGICAL SEMINARY,283,CHICAGO,IL,COOK,17031,1,242,41
COLLEGE OF SAINT BENEDICT,2212,SAINT JOSEPH,MN,STEARNS,27145,2,1748,464
LINDSEY WILSON COLLEGE,3064,COLUMBIA,KY,ADAIR,21001,2,2591,473
SUFFOLK UNIVERSITY,8520,BOSTON,MA,SUFFOLK,25025,3,7169,1351
SUNY COLLEGE OF TECHNOLOGY AT DELHI,3637,DELHI,NY,DELAWARE,36025,2,3086,551
JACKSONVILLE UNIVERSITY,4945,JACKSONVILLE,FL,DUVAL,12031,2,4164,781
NER ISRAEL RABBINICAL COLLEGE,511,BALTIMORE,MD,BALTIMORE,24005,1,443,68
DOMINICAN COLLEGE OF BLAUVELT,2279,ORANGEBURG,NY,ROCKLAND,36087,2,1868,411
PALMER COLLEGE OF CHIROPRACTIC,2657,DAVENPORT,IA,SCOTT,19163,2,2194,463
NORTHSHORE UNIVERSITY HEALTHSYSTEM SCHOOL OF NURSE ANESTHESIA,82,EVANSTON,IL,COOK,17031,1,72,10
BAPTIST UNIVERSITY OF THE AMERICAS,201,SAN ANTONIO,TX,BEXAR,48029,1,152,49
ARLINGTON BAPTIST UNIVERSITY,211,ARLINGTON,TX,TARRANT,48439,1,149,62
SAINT MARTIN'S UNIVERSITY,1995,LACEY,WA,THURSTON,53067,2,1629,366
NORTH PARK UNIVERSITY,3609,CHICAGO,IL,COOK,17031,2,2892,717
OLIVET NAZARENE UNIVERSITY,5187,BOURBONNAIS,IL,KANKAKEE,17091,2,4317,870
TAYLOR UNIVERSITY,2739,UPLAND,IN,GRANT,18053,2,2173,566
CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,30706,POMONA,CA,LOS ANGELES,06037,5,28058,2648
THOMAS AQUINAS COLLEGE,545,SANTA PAULA,CA,VENTURA,06111,1,439,106
UNIVERSITY OF COLORADO BOULDER,47394,BOULDER,CO,BOULDER,08013,5,37883,9511
COLLEGEAMERICA-DENVER,91,DENVER,CO,DENVER,08031,1,72,19
EASTERN ILLINOIS UNIVERSITY,8996,CHARLESTON,IL,COLES,17029,3,7806,1190
CALIFORNIA STATE UNIVERSITY-NORTHRIDGE,43741,NORTHRIDGE,CA,LOS ANGELES,06037,5,39910,3831
BRADLEY UNIVERSITY,7222,PEORIA,IL,PEORIA,17143,3,5929,1293
NORFOLK STATE UNIVERSITY,7159,NORFOLK,VA,NORFOLK (CITY),51710,3,5601,1558
ROBERTS WESLEYAN COLLEGE,2106,ROCHESTER,NY,MONROE,36055,2,1780,326
FIVE BRANCHES UNIVERSITY,490,SANTA CRUZ,CA,SANTA CRUZ,06087,1,353,137
FRANCISCAN MISSIONARIES OF OUR LADY UNIVERSITY,1478,BATON ROUGE,LA,EAST BATON ROUGE,22033,2,1294,184
MICHIGAN TECHNOLOGICAL UNIVERSITY,8606,HOUGHTON,MI,HOUGHTON,26061,3,7027,1579
LINCOLN UNIVERSITY,2874,JEFFERSON CITY,MO,COLE,29051,2,2436,438
KEENE STATE COLLEGE,4308,KEENE,NH,CHESHIRE,33005,2,3502,806
COLUMBIA COLLEGE,11164,COLUMBIA,MO,BOONE,29019,3,9913,1251
CLEARY UNIVERSITY,773,HOWELL,MI,LIVINGSTON,26093,1,610,163
MADONNA UNIVERSITY,3544,LIVONIA,MI,WAYNE,26163,2,2992,552
EDP UNIVERSITY OF PUERTO RICO-MANATI,304,MANATI,PR,MANATÍ,72091,1,284,20
POLYTECHNIC UNIVERSITY OF PUERTO RICO-ORLANDO,282,ORLANDO,FL,ORANGE,12095,1,188,94
RESURRECTION UNIVERSITY,970,CHICAGO,IL,COOK,17031,1,860,110
EMERSON COLLEGE,6032,BOSTON,MA,SUFFOLK,25025,2,4930,1102
MERIDIAN UNIVERSITY,169,PETALUMA,CA,SONOMA,06097,1,113,56
SUNY MARITIME COLLEGE,2030,THROGGS NECK,NY,BRONX,36005,2,1674,356
TOURO COLLEGE,14224,NEW YORK,NY,NEW YORK,36061,4,11631,2593
UTA MESIVTA OF KIRYAS JOEL,2220,MONROE,NY,ORANGE,36071,2,2016,204
UNIVERSITY OF THE PEOPLE,5062,PASADENA,CA,LOS ANGELES,06037,3,5043,19
ARKANSAS COLLEGES OF HEALTH EDUCATION,633,FORT SMITH,AR,SEBASTIAN,05131,1,513,120
WINONA STATE UNIVERSITY,8607,WINONA,MN,WINONA,27169,3,7605,1002
STRATFORD UNIVERSITY,2671,FAIRFAX,VA,FAIRFAX,51059,2,2373,298
GEORGE MASON UNIVERSITY,43521,FAIRFAX,VA,FAIRFAX,51059,5,37863,5658
UNION COLLEGE,1422,BARBOURVILLE,KY,KNOX,21121,2,1140,282
LONGWOOD UNIVERSITY,5341,FARMVILLE,VA,PRINCE EDWARD,51147,2,4468,873
UNIVERSITY OF WISCONSIN-MILWAUKEE,29488,MILWAUKEE,WI,MILWAUKEE,55079,5,25731,3757
UNITED STATES COAST GUARD ACADEMY,1575,NEW LONDON,CT,NEW LONDON,09011,2,1069,506
WESTFIELD STATE UNIVERSITY,6973,WESTFIELD,MA,HAMPDEN,25013,3,5795,1178
UNIVERSITY OF MICHIGAN-ANN ARBOR,73000,ANN ARBOR,MI,WASHTENAW,26161,5,48090,24910
WEBSTER UNIVERSITY,11555,SAINT LOUIS,MO,ST. LOUIS,29189,3,9860,1695
NEW YORK UNIVERSITY,76872,NEW YORK,NY,NEW YORK,36061,5,52885,23987
UNIVERSITY OF SAINT MARY OF THE LAKE,379,MUNDELEIN,IL,LAKE,17097,1,202,177
MONTANA STATE UNIVERSITY-NORTHERN,1307,HAVRE,MT,HILL,30041,2,1073,234
MINOT STATE UNIVERSITY,3714,MINOT,ND,WARD,38101,2,3125,589
ALDERSON BROADDUS UNIVERSITY,1153,PHILIPPI,WV,BARBOUR,54001,1,913,240
HARTFORD SEMINARY,172,HARTFORD,CT,HARTFORD,09003,1,129,43
TRINITY COLLEGE OF FLORIDA,269,TRINITY,FL,PASCO,12101,1,220,49
UNIVERSITY OF GUAM,4371,MANGILAO,GU,GUAM,66010,2,3563,808
ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX,13632,PHOENIX,AZ,MARICOPA,04013,4,11420,2212
FASHION INSTITUTE OF TECHNOLOGY,10456,NEW YORK,NY,NEW YORK,36061,3,8726,1730
WALDORF UNIVERSITY,3457,FOREST CITY,IA,WINNEBAGO,19189,2,3071,386
ANNA MARIA COLLEGE,1808,PAXTON,MA,WORCESTER,25027,2,1441,367
STRAYER UNIVERSITY-NORTH CAROLINA,6462,MORRISVILLE,NC,WAKE,37183,3,6318,144
SHILOH UNIVERSITY,73,KALONA,IA,WASHINGTON,19183,1,41,32
FLORIDA INSTITUTE OF TECHNOLOGY-ONLINE,2033,MELBOURNE,FL,BREVARD,12009,2,1841,192
THE UNIVERSITY OF TEXAS OF THE PERMIAN BASIN,6303,ODESSA,TX,ECTOR,48135,3,5283,1020
MILLENNIA ATLANTIC UNIVERSITY,276,DORAL,FL,MIAMI-DADE,12086,1,227,49
COLLEGE OF THE MUSCOGEE NATION,278,OKMULGEE,OK,OKMULGEE,40111,1,204,74
THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,8256,MEMPHIS,TN,SHELBY,47157,2,3252,5004
CARLOS ALBIZU UNIVERSITY-SAN JUAN,2480,SAN JUAN,PR,SAN JUAN,72127,2,2080,400
OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES,1774,TULSA,OK,TULSA,40143,2,1115,659
SCHOOL OF ARCHITECTURE AT TALIESIN,46,SCOTTSDALE,AZ,MARICOPA,04013,1,23,23
CRISWELL COLLEGE,317,DALLAS,TX,DALLAS,48113,1,226,91
STRAYER UNIVERSITY-MARYLAND,3340,SUITLAND,MD,PRINCE GEORGE'S,24033,2,3224,116
SOUTHEASTERN UNIVERSITY,10798,LAKELAND,FL,POLK,12105,3,9894,904
SAINT JOSEPH SEMINARY COLLEGE,197,ST. BENEDICT,LA,ST. TAMMANY,22103,1,127,70
CLEMSON UNIVERSITY,31386,CLEMSON,SC,PICKENS,45077,5,25822,5564
TEXAS A & M UNIVERSITY-COLLEGE STATION,79960,COLLEGE STATION,TX,BRAZOS,48041,5,68726,11234
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,10298,LUBBOCK,TX,LUBBOCK,48303,3,5294,5004
CALIFORNIA STATE UNIVERSITY-STANISLAUS,12250,TURLOCK,CA,STANISLAUS,06099,4,10974,1276
SOUTHWESTERN OKLAHOMA STATE UNIVERSITY,5575,WEATHERFORD,OK,CUSTER,40039,2,4961,614
LA SALLE UNIVERSITY,5919,PHILADELPHIA,PA,PHILADELPHIA,42101,2,4933,986
TEXAS TECH UNIVERSITY,44060,LUBBOCK,TX,LUBBOCK,48303,5,38742,5318
INDIANA UNIVERSITY-KOKOMO,3566,KOKOMO,IN,HOWARD,18067,2,3164,402
SOUTHERN OREGON UNIVERSITY,6827,ASHLAND,OR,JACKSON,41029,3,6093,734
BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,9696,BLOOMSBURG,PA,COLUMBIA,42037,3,8574,1122
MOUNT ANGEL SEMINARY,193,SAINT BENEDICT,OR,MARION,41047,1,149,44
